,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52,53,54,55,56,57,58,59,60,61,62,63,64,65,66,67,68,69,70,71,72,73,74,75,76,77,78,79,80,81,82,83,84,85,86,87,88,89,90,91,92,93,94,95,96,97,98,99
0,0.89392513,0.4147306,0.4356543,0.2870655,0.4419795,0.42022145,0.43265933,0.86590177,0.41633695,0.85671043,0.41055134,0.23363823,0.98984915,-0.8007737,0.9815613,0.6359572,0.46901554,-0.61274666,0.48054862,0.9878616,0.40606508,-0.4142683,0.96081614,0.19953346,0.9795073,0.6852503,0.9909967,0.30282408,-0.521961,0.41794795,-0.5090043,0.97153616,-0.5998637,0.13323663,-0.058936514,-0.6356027,-0.6168357,0.6876886,0.46017316,0.24679881,0.4599176,0.36511493,0.97459686,0.8116499,0.9887615,0.43630582,0.9553551,0.983601,-0.5958669,0.020503685,0.46690285,0.4888804,0.13511564,-0.54135865,0.42051834,0.3492419,0.28229636,0.42969504,0.080530666,0.22592431,0.4603009,-0.60050225,0.21739164,-0.51137954,-0.62079114,0.20164236,-0.5039071,0.8089159,0.48982617,0.4312997,0.9751016,0.93747663,0.49557826,0.9591995,0.4431543,0.37794045,-0.6338277,-0.6580173,-0.6305586,0.40525767,0.5390156,0.48196858,-0.4676788,0.402458,0.4435573,0.4229658,0.21701612,0.9117036,0.69836026,0.7040696,0.39511645,0.86378765,-0.58036584,0.91974056,0.3995756,0.14662267,0.4362048,0.96383345,-0.5419913,-0.65151477
1,0.83603084,0.43183318,0.4528417,0.3717073,0.43599364,0.40756184,0.4393845,0.932583,0.41389975,0.832299,0.4060174,0.15372285,0.9896635,-0.8001682,0.9760847,0.48855782,0.42580628,-0.6099464,0.73012066,0.9830693,0.41322386,-0.5554406,0.96400213,0.14136711,0.9820231,0.7687635,0.9907937,0.3694939,-0.34202826,0.42503595,-0.61031586,0.96752006,-0.5566718,0.0075744623,-0.49021584,-0.63434666,-0.61416376,0.7703988,0.4058738,0.34438717,0.43613452,0.42761838,0.9794521,0.6333032,0.98783576,0.40256447,0.9522031,0.980397,-0.48862377,0.21655801,0.4221951,0.49493632,0.07666349,-0.5307845,0.40919906,0.33346137,0.32761192,0.43654692,-0.00095497724,0.17719933,0.43819052,-0.5644568,0.13035776,0.038093653,-0.61883855,0.2554081,-0.5597163,0.6458061,0.44715327,0.43482584,0.9793056,0.919995,0.51841414,0.95919174,0.46225226,0.4095356,-0.6318566,-0.65620875,-0.62694883,0.38806212,0.4836809,0.4203034,-0.52044666,0.42001784,0.44122443,0.4436517,0.3136883,0.92217153,0.74530685,0.54806745,0.3786295,0.86084145,-0.57126546,0.8890748,0.41798663,0.45558774,0.44587848,0.9449165,-0.54933316,-0.6540459
2,0.8824609,0.43101412,0.42665,0.17720646,0.4435208,0.40370116,0.44085678,0.9368734,0.43062562,0.8362501,0.40544784,0.2860413,0.9849752,-0.8177834,0.9851117,0.47942486,0.45868534,-0.611346,0.5679847,0.98836946,0.4893841,-0.5829361,0.95904124,0.3390386,0.975387,0.7997367,0.9921592,0.4126506,-0.4437386,0.42948976,-0.5625808,0.9592279,-0.5374185,0.18451124,0.079223946,-0.6381988,-0.61851937,0.7988143,0.46725032,0.45040876,0.46467954,0.4164046,0.9866,0.6118168,0.9882091,0.4258246,0.95881057,0.983608,-0.53910846,0.14872503,0.4586538,0.45305052,0.2415207,-0.58560735,0.40875453,0.42234796,0.4173655,0.44543782,0.043626696,0.20890903,0.4931552,-0.5972606,0.30826998,-0.38833907,-0.62013036,0.16373664,-0.58287126,0.6545701,0.4086463,0.44233274,0.9741514,0.9004023,0.48642266,0.95470643,0.43911612,0.371473,-0.6574385,-0.6555651,-0.63166517,0.41144887,0.5115922,0.39509594,-0.5091655,0.24986231,0.4488159,0.43875974,0.22643632,0.8954227,0.7437849,0.7283448,0.41120127,0.9363333,-0.55831444,0.8487489,0.41851783,0.31283224,0.406903,0.9468964,-0.51464355,-0.65807694
3,0.8363295,0.4158268,0.4454384,0.21917728,0.4457969,0.41038948,0.44219106,0.9040583,0.43781477,0.82208985,0.4076088,0.4043146,0.99168146,-0.81151927,0.98172575,0.5002097,0.45087498,-0.6136832,0.59234446,0.9859336,0.4306012,-0.55558676,0.9563329,0.4372508,0.98192525,0.7838241,0.9924015,0.23535535,-0.5344328,0.44477946,-0.6515455,0.9689567,-0.58019245,0.16548611,-0.04369504,-0.63585633,-0.6162617,0.7835701,0.46774778,0.32548591,0.45980456,0.4541489,0.9872413,0.6962383,0.98762834,0.44947278,0.95601374,0.98451126,-0.5327053,-0.091947205,0.44207236,0.46430287,-0.49750188,-0.07416278,0.41837114,0.4289894,0.19604948,0.4469915,0.1289308,0.21937732,0.55404097,-0.606739,-0.03235513,-0.29168347,-0.61459976,-0.015908226,-0.55717963,0.6836941,0.398895,0.46547604,0.97008955,0.95517653,0.46420884,0.9428357,0.47705454,0.40250915,-0.6292529,-0.6570705,-0.62927234,0.42783648,0.56096977,0.48175377,0.1971761,0.42931545,0.4546194,0.4357983,0.19216952,0.9048185,0.6898068,0.74052787,0.41750923,0.9024962,-0.51484233,0.92426044,0.42965275,0.37950748,0.44342044,0.9483575,-0.060504988,-0.6586325
4,0.95280147,0.4268192,0.4079153,0.37243658,0.44701004,0.404496,0.44108102,0.93579704,0.4410546,0.74091524,0.40823245,0.24665421,0.9919678,-0.8316688,0.982174,0.48372558,0.5145565,-0.61708474,0.65284634,0.99070257,0.4339654,-0.57623416,0.9591236,0.36115512,0.977341,0.8347374,0.991854,0.39086267,-0.41145173,0.41609728,-0.56678444,0.96602196,-0.53011644,0.11974173,0.037684254,-0.63792056,-0.6093573,0.8030391,0.5063515,0.21335724,0.40337858,0.40351146,0.9864812,0.7183923,0.99085987,0.46749192,0.96189725,0.98432064,-0.49071264,0.23858522,0.52331233,0.4996466,0.17040953,-0.43114513,0.40983057,0.3165373,0.3559112,0.43684196,0.058951605,0.20462105,0.45845562,-0.5671739,0.07323042,-0.029971741,-0.61884177,0.077576496,-0.5344452,0.7086436,0.4479311,0.43833977,0.970928,0.934907,0.49620357,0.961205,0.46062225,0.33263472,-0.6391678,-0.65875155,-0.62635607,0.4190542,0.5129663,0.39668956,0.054567732,0.05704146,0.41596973,0.45800218,0.21135345,0.9472498,0.6825228,0.64827913,0.38681448,0.9281749,-0.5550951,0.85151595,0.4114741,0.29551616,0.4478163,0.9409391,-0.56807286,-0.6535384
5,0.89655626,0.42784855,0.44852877,0.0139113525,0.4466779,0.43641335,0.44203684,0.94208074,0.4342567,0.8493227,0.4127709,0.34445727,0.9848985,-0.8221963,0.9817966,0.46572745,0.51670176,-0.6121476,0.5315238,0.9867825,0.4229746,-0.52385914,0.9565517,0.44004625,0.9887443,0.7331611,0.99060977,0.41895196,-0.59426105,0.44110388,-0.6509422,0.9722559,0.0034418711,0.19556287,-0.08086624,-0.63771313,-0.6104682,0.75887656,0.47210088,0.4286635,0.4177673,0.4206609,0.9843542,0.57214576,0.97908705,0.4168871,0.9628205,0.98140854,-0.5212942,0.28924072,0.45263582,0.45751673,0.26427293,-0.47293216,0.40925825,0.31446624,0.3779414,0.4336884,0.05284169,0.23085701,0.43143517,-0.5592331,0.21769491,-0.5078146,-0.6194091,0.1695489,-0.5320298,0.57757634,0.41912585,0.3965367,0.949347,0.8321899,0.44162497,0.96090496,0.5048921,0.40440524,-0.63954526,-0.65933764,-0.62906015,0.410242,0.46933568,0.5018743,-0.16030289,0.19227248,0.44446045,0.44418567,0.31029856,0.90876806,0.8237049,0.4909402,0.39205855,0.9381462,-0.5162789,0.7761555,0.4212526,0.4092598,0.4269207,0.97504824,-0.47345257,-0.650263
6,0.93775505,0.41586685,0.4651444,0.0876643,0.42466822,0.43168086,0.32234472,0.9361508,0.42647374,0.7565799,0.4110682,0.36426836,0.9896068,-0.81139517,0.9829886,0.5603222,0.4370594,-0.6146004,0.57822454,0.98431814,0.4123853,-0.54726547,0.96570253,0.4332149,0.9750972,0.8326423,0.9916807,0.37415832,-0.54205674,0.4412138,0.05697169,0.9666089,-0.5109222,0.17856324,-0.024318472,-0.6361766,-0.61560386,0.81108993,0.4566401,0.38337794,0.45166832,0.48081866,0.9855752,0.6763039,0.9875141,0.46492967,0.95922494,0.98210067,-0.46292338,0.17352626,0.46785587,0.45919892,0.018543884,-0.5421206,0.4253363,0.25320917,0.35789678,0.4344433,0.010600531,0.3051616,0.48261398,-0.61075497,0.3171469,-0.56439954,-0.6164776,-0.034396082,-0.58737147,0.8143678,0.39701548,0.36171454,0.97463727,0.9713057,0.4837966,0.9574864,0.4444889,0.3847601,-0.63809454,-0.65450877,-0.6323523,0.39735913,0.5731131,0.4840476,-0.0666465,0.23647106,0.42124093,0.5188698,0.04146123,0.9177788,0.777926,0.6002655,0.38569725,0.94160545,-0.4623335,0.8825225,0.4252255,0.14822543,0.4165101,0.95300025,-0.51513106,-0.66706705
7,0.8595996,0.42895505,0.34037003,0.12923014,0.41667756,0.40713075,0.4366668,0.9331019,0.40435562,0.8022995,0.44119835,0.40199745,0.99012166,-0.8161962,0.98213845,0.51986337,0.47667426,-0.6186743,0.57174873,0.9863326,0.41418248,-0.57989824,0.9552635,0.4103054,0.98513,0.66904986,0.9918221,0.36068165,-0.32106173,0.41553465,-0.55371064,0.9686103,-0.5372452,0.21578385,-0.0010954281,-0.638996,-0.6142102,0.79905045,0.4030199,0.37060428,0.43254727,0.5016557,0.9879693,0.74690056,0.9883654,0.4211086,0.9558923,0.9850706,-0.5221261,0.1107846,0.40714434,0.68451923,0.1795989,-0.19549292,0.41155642,0.3653934,0.35600707,0.4472406,0.1308095,0.19202633,0.45152026,-0.61011,0.08697767,-0.43373728,-0.6243011,0.21717757,-0.5688563,0.79067135,0.4560427,0.42180103,0.97568184,0.8760097,0.5309644,0.9437252,0.44795224,0.40034634,-0.6346637,-0.66326976,-0.6308587,0.4115182,0.45438588,0.5355724,-0.27486056,0.20813832,0.44118464,0.52996695,0.19819883,0.87313837,0.83885604,0.4501649,0.41239625,0.9054707,-0.59175277,0.923775,0.41830218,0.38008943,0.4280977,0.9720347,-0.4438917,-0.650774
8,0.8438852,0.4486465,0.50195014,0.4610034,0.42228067,0.44429377,0.42313626,0.92796767,0.4280922,0.79401594,0.40919277,0.06424705,0.9870175,-0.81760275,0.9839507,0.57100064,0.45558792,-0.61255014,0.5716715,0.9850945,0.4444914,-0.5417195,0.94146436,0.15133563,0.98432773,0.7685754,0.99114364,0.37399942,-0.60744345,0.4322371,-0.6497454,0.97327584,-0.56437707,0.21664643,-0.18388103,-0.6356864,-0.6154727,0.81990725,0.4778153,0.42555892,0.46091306,0.43366998,0.9745745,0.750936,0.98602927,0.4031633,0.9546311,0.9847922,-0.4321438,0.37463427,0.48493263,0.46800643,0.30941874,-0.52828574,0.44342524,0.4009856,0.42554587,0.44026423,0.06193625,0.24799597,0.47395444,-0.5758283,0.20784302,-0.58308184,-0.6198172,0.3199828,-0.54606366,0.74531966,0.46147072,0.46393552,0.97353864,0.9548125,0.4825189,0.9579666,0.43488574,0.38465223,-0.6450684,-0.6566337,-0.6455532,0.44531542,0.526052,0.38897592,0.031666473,0.4252715,0.43894264,0.42573562,0.40457475,0.9278687,0.7346586,0.50745046,0.3956018,0.965708,-0.49924344,0.92254514,0.40642625,0.26085073,0.4161812,0.93094647,-0.54505265,-0.6547315
9,0.8472773,0.42017537,0.47969982,0.32787615,0.4453786,0.43336332,0.40844238,0.8468823,0.4202146,0.77213514,0.4148967,0.28027982,0.9899134,-0.82125,0.9834872,0.5906571,0.45434254,-0.6159542,0.573176,0.9909137,0.42236224,-0.5926501,0.966743,0.42969072,0.9818334,0.87054884,0.99263126,0.39436865,-0.64363885,0.43743643,-0.506839,0.9750013,-0.57511646,0.10751783,0.057113547,-0.63876843,-0.596519,0.8000963,0.42194948,0.35497588,0.4455324,0.4599895,0.9859578,0.7766867,0.9931015,0.4288739,0.9563959,0.98438656,-0.47114226,0.07544225,0.411886,0.45471078,0.18789396,-0.57291067,0.4185398,0.35132915,0.2204256,0.44228527,0.22419569,0.1978358,0.45592833,-0.54611814,0.37544382,-0.44616985,-0.6223451,0.21845159,-0.50008214,0.6510912,0.3986984,0.4474247,0.98143774,0.9095151,0.5047215,0.961855,0.45801222,0.43184263,-0.64568573,-0.6583362,-0.6316867,0.41427428,0.5237726,0.42265707,-0.031741798,0.021766335,0.45262226,0.48109835,0.30759493,0.9119282,0.86722636,0.5257242,0.38735384,0.91447175,-0.5868707,0.778465,0.4125105,0.42549923,0.40638137,0.9731819,-0.47839195,-0.65624285
10,0.89270043,0.41972753,0.47389323,0.08494579,0.4321782,0.4259503,0.43666416,0.91658795,0.43215543,0.77756643,0.414046,0.18460205,0.9908995,-0.80450565,0.9805961,0.49010703,0.46339458,-0.6136313,0.69565755,0.9856923,0.4197427,-0.5572643,0.9455837,0.42575175,0.9840401,0.7524807,0.9912696,0.43512154,-0.4304517,0.44541752,-0.72629386,0.96052194,-0.57298166,0.22781143,-0.044556856,-0.6366591,-0.61708933,0.66134936,0.4184103,0.23412448,0.452571,0.4887975,0.97703093,0.6845272,0.98231363,0.40457445,0.9484851,0.9809515,-0.5849631,0.21078512,0.45310774,0.60092694,0.20085326,-0.4766187,0.40932968,0.37731373,0.2523406,0.43806168,0.017787583,0.19072026,0.44143945,-0.6075869,0.3569175,-0.54473346,-0.6166795,0.16881457,-0.60551536,0.6116369,0.45679933,0.46442214,0.9769775,0.9362936,0.540993,0.95855564,0.44392946,0.3998577,-0.6311868,-0.65843487,-0.6304816,0.40249902,0.63246715,0.40836582,-0.54290485,0.42077577,0.4510749,0.5395546,-0.12815219,0.9234992,0.75070846,0.5135602,0.39619768,0.94416827,-0.5712893,0.85765207,0.4046096,0.39480293,0.42494255,0.9721442,-0.5321703,-0.6501962
11,0.93854916,0.44288972,0.49835443,0.094744325,0.44261098,0.42306003,0.41696173,0.93730664,0.42300296,0.8885616,0.40341794,0.34564605,0.98839664,-0.8175623,0.98200434,0.62970966,0.47339204,-0.61253077,0.6795134,0.9883925,0.42382795,-0.5646889,0.9533233,0.43908226,0.98058593,0.65025514,0.9913567,0.42698994,-0.47732243,0.42903882,-0.65240055,0.9655249,-0.57220316,0.09611509,-0.57261455,-0.63802934,-0.6166068,0.7000719,0.43630138,0.4093119,0.4423254,0.439598,0.9853542,0.8863187,0.9891257,0.42128298,0.9548999,0.9839925,-0.38709936,0.2498832,0.45757148,0.46125895,-0.40238175,-0.054133676,0.42922646,0.29868373,0.37779734,0.4393134,0.17344853,0.17261094,0.4387104,-0.5719784,0.109677605,-0.1317553,-0.618707,0.08614481,-0.5696253,0.7458019,0.44674233,0.43669227,0.9716559,0.8759043,0.51749676,0.9521724,0.5108272,0.40405095,-0.6513399,-0.6581831,-0.6214006,0.40358698,0.46951094,0.47102582,-0.17236944,0.42506358,0.41756976,0.42140406,0.09242448,0.9081447,0.7165804,0.45667648,0.39545253,0.8642234,-0.4878172,0.86047316,0.4065749,0.41044742,0.41557342,0.97558564,-0.422595,-0.6627908
12,0.90250784,0.42445368,0.44233683,0.42916375,0.44389862,0.4301219,0.4126981,0.9332813,0.41827273,0.8321662,0.4354757,0.21514651,0.9911083,-0.8218568,0.97858393,0.4836974,0.53286815,-0.61390543,0.5227714,0.98934186,0.4191925,-0.5803665,0.95533127,0.43558502,0.9850095,0.73130167,0.9920266,0.00010240916,-0.62902266,0.39421985,-0.24390101,0.96970654,-0.5277472,0.13579825,0.081759386,-0.63647735,-0.61790633,0.7636554,0.47293687,0.4400924,0.60430807,0.31188554,0.97498655,0.51691085,0.9872484,0.44740605,0.9576998,0.9848059,-0.5063904,0.12244851,0.40137085,0.50862294,0.15191902,-0.5542078,0.42316413,0.3327548,0.14753313,0.42496294,-0.014296553,0.3040051,0.46573645,-0.58774734,0.32067883,0.014261314,-0.6202489,0.17378014,-0.13102324,0.6951647,0.47393113,0.33713612,0.9754843,0.95345724,0.55960625,0.9572482,0.46819568,0.3954653,-0.6515041,-0.6576715,-0.61991525,0.4319372,0.48145518,0.49846625,-0.5010197,0.39343885,0.43524605,0.42021587,0.3073203,0.8724946,0.81833845,0.6290982,0.39853156,0.85561746,-0.57858765,0.93892014,0.4178542,0.009146781,0.43770456,0.96631587,-0.4761851,-0.65809655
13,0.91058064,0.4480877,0.41579336,0.40888917,0.43829486,0.4179229,0.4430381,0.90869796,0.41155455,0.7355124,0.40891775,0.42416805,0.9892792,-0.81325394,0.9819418,0.4735364,0.44963443,-0.6141536,0.52718085,0.98568195,0.40864372,-0.5794921,0.96182346,0.42110208,0.9780779,0.7529399,0.99100304,0.43625265,-0.041868247,0.40037075,-0.1596875,0.9709773,-0.5402579,-0.018060833,0.13052268,-0.6383463,-0.61425054,0.8898436,0.46676457,0.3515182,0.44543496,0.4353591,0.9828791,0.73609245,0.9891746,0.41808558,0.9457821,0.982939,-0.2949127,0.10964721,0.4298386,0.4816776,0.14452556,-0.2594344,0.40666234,0.42054415,0.37828737,0.43837732,0.016660564,0.28913993,0.49960983,-0.5963144,0.17887329,-0.5634235,-0.61621535,0.124585174,-0.58905417,0.715173,0.44616738,0.44336736,0.98226863,0.9472785,0.47207206,0.951778,0.46757537,0.4266042,-0.63957065,-0.65622157,-0.619542,0.40202156,0.5981121,0.43296134,-0.42063075,0.21002159,0.45271853,0.42283943,0.20858905,0.9005238,0.89823085,0.57809347,0.39473528,0.9514484,-0.5443758,0.8629891,0.41462228,0.38702878,0.41549492,0.9462836,-0.11933145,-0.6536798
